               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 178,            0.028182,             0.01894,           0.0032893,                   0,                   0,                   0,                   0,                   0,          1.7762e-05,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,             0.02875,            0.018583,            0.003388,                   0,                   0,                   0,                   0,                   0,          1.8477e-06,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.028783,             0.01914,           0.0032076,                   0,                   0,                   0,                   0,                   0,          5.3644e-07,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.028632,            0.019613,           0.0034523,                   0,                   0,                   0,                   0,                   0,          1.4901e-06,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.029845,            0.019371,           0.0033436,                   0,                   0,                   0,                   0,                   0,           7.391e-06,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.029534,            0.018859,           0.0031643,                   0,                   0,                   0,                   0,                   0,          5.8413e-06,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.028546,            0.019231,           0.0034144,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.028712,            0.019193,           0.0032645,                   0,                   0,                   0,                   0,                   0,          4.4703e-06,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.029266,            0.019225,           0.0032408,                   0,                   0,                   0,                   0,                   0,          1.0014e-05,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.028433,            0.018967,           0.0035089,                   0,                   0,                   0,                   0,                   0,          1.0371e-05,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.029166,            0.018983,           0.0034396,                   0,                   0,                   0,                   0,                   0,          1.5497e-06,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028347,            0.018674,           0.0033816,                   0,                   0,                   0,                   0,                   0,          3.5763e-07,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.028473,            0.019134,           0.0034466,                   0,                   0,                   0,                   0,                   0,          4.3511e-06,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.029082,             0.01874,           0.0033885,                   0,                   0,                   0,                   0,                   0,          1.2934e-05,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.027524,            0.018407,           0.0032043,                   0,                   0,                   0,                   0,                   0,          2.3901e-05,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028241,            0.019548,           0.0030634,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.028975,            0.019172,           0.0032071,                   0,                   0,                   0,                   0,                   0,          1.8477e-06,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028864,            0.019298,           0.0031345,                   0,                   0,                   0,                   0,                   0,          1.7405e-05,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.028576,            0.018934,           0.0033351,                   0,                   0,                   0,                   0,                   0,          1.1921e-07,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.028445,            0.018652,           0.0035067,                   0,                   0,                   0,                   0,                   0,          2.3663e-05,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.028468,            0.018145,           0.0031471,                   0,                   0,                   0,                   0,                   0,          2.9206e-05,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028312,            0.018966,           0.0033185,                   0,                   0,                   0,                   0,                   0,          0.00017548,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.028322,            0.019519,           0.0034277,                   0,                   0,                   0,                   0,                   0,          0.00011015,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.027643,             0.01841,           0.0033817,                   0,                   0,                   0,                   0,                   0,          3.5763e-07,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.028509,            0.018346,           0.0032484,                   0,                   0,                   0,                   0,                   0,          8.3447e-07,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.027968,             0.01868,           0.0030413,                   0,                   0,                   0,                   0,                   0,          2.1458e-06,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.027384,            0.018281,           0.0032556,                   0,                   0,                   0,                   0,                   0,          8.9407e-06,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.027455,            0.018315,           0.0031471,                   0,                   0,                   0,                   0,                   0,          0.00019354,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027945,            0.019067,           0.0032745,                   0,                   0,                   0,                   0,                   0,          3.5167e-06,                   0,            0.005941,            0.005941,            0.005941
                 207,             0.02819,            0.017994,           0.0033484,                   0,                   0,                   0,                   0,                   0,          1.7881e-06,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.027739,            0.017574,            0.003201,                   0,                   0,                   0,                   0,                   0,          2.3842e-07,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.028078,            0.018937,           0.0033553,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.027803,            0.018117,            0.002984,                   0,                   0,                   0,                   0,                   0,          5.4836e-06,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02715,            0.018168,           0.0034057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.027062,            0.018113,           0.0032153,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027143,            0.018623,           0.0032289,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027147,            0.018237,            0.003111,                   0,                   0,                   0,                   0,                   0,          4.3511e-06,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.027507,            0.018962,           0.0030981,                   0,                   0,                   0,                   0,                   0,          1.5497e-05,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02768,            0.018815,           0.0032669,                   0,                   0,                   0,                   0,                   0,          4.8876e-06,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.026257,            0.017893,           0.0031554,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.027851,            0.018256,           0.0033799,                   0,                   0,                   0,                   0,                   0,          1.1921e-07,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.027019,            0.018496,           0.0031844,                   0,                   0,                   0,                   0,                   0,          1.0133e-05,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.027057,            0.018861,           0.0031182,                   0,                   0,                   0,                   0,                   0,          5.9009e-06,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027292,            0.017621,            0.003003,                   0,                   0,                   0,                   0,                   0,          1.3471e-05,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.026853,            0.017945,           0.0031094,                   0,                   0,                   0,                   0,                   0,          8.4043e-06,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027117,            0.017813,            0.003026,                   0,                   0,                   0,                   0,                   0,          5.6028e-06,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.027117,            0.018708,           0.0030884,                   0,                   0,                   0,                   0,                   0,          1.3113e-06,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.026566,             0.01748,           0.0030482,                   0,                   0,                   0,                   0,                   0,          1.7881e-07,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027311,            0.017954,           0.0032736,                   0,                   0,                   0,                   0,                   0,          2.4438e-06,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.027175,            0.018475,           0.0030114,                   0,                   0,                   0,                   0,                   0,          6.0797e-06,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.027235,            0.018536,           0.0031359,                   0,                   0,                   0,                   0,                   0,          1.3709e-06,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.026939,            0.018074,           0.0032927,                   0,                   0,                   0,                   0,                   0,          8.3447e-07,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.026444,            0.017601,           0.0031511,                   0,                   0,                   0,                   0,                   0,          2.2054e-06,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.026995,            0.018358,           0.0030303,                   0,                   0,                   0,                   0,                   0,          4.2915e-06,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.027656,            0.019018,           0.0031597,                   0,                   0,                   0,                   0,                   0,          5.2452e-06,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.026822,            0.018065,           0.0033022,                   0,                   0,                   0,                   0,                   0,          5.5432e-06,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.026801,            0.017738,           0.0029577,                   0,                   0,                   0,                   0,                   0,           7.987e-06,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.026694,            0.017683,           0.0031797,                   0,                   0,                   0,                   0,                   0,          8.9407e-07,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026618,             0.01719,           0.0030146,                   0,                   0,                   0,                   0,                   0,          2.7418e-06,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.027123,            0.017415,           0.0030948,                   0,                   0,                   0,                   0,                   0,          3.5167e-06,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,              0.0273,            0.017966,           0.0030299,                   0,                   0,                   0,                   0,                   0,          3.5763e-07,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026448,            0.018277,           0.0029474,                   0,                   0,                   0,                   0,                   0,          5.0068e-06,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.025795,            0.017646,           0.0028029,                   0,                   0,                   0,                   0,                   0,          1.3113e-06,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.025918,            0.017385,           0.0031109,                   0,                   0,                   0,                   0,                   0,          3.0398e-06,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.026979,            0.018163,           0.0030178,                   0,                   0,                   0,                   0,                   0,          1.6689e-06,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026521,            0.017519,           0.0030223,                   0,                   0,                   0,                   0,                   0,           2.563e-06,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.026194,            0.018304,           0.0030569,                   0,                   0,                   0,                   0,                   0,          5.3048e-06,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.026413,            0.017771,           0.0030345,                   0,                   0,                   0,                   0,                   0,          5.3048e-06,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,              0.0265,            0.018118,           0.0030758,                   0,                   0,                   0,                   0,                   0,          8.9407e-07,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.026202,            0.018289,           0.0028928,                   0,                   0,                   0,                   0,                   0,          4.1723e-07,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.026355,               0.017,           0.0030257,                   0,                   0,                   0,                   0,                   0,          8.3447e-07,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025737,            0.017234,           0.0031037,                   0,                   0,                   0,                   0,                   0,          2.3842e-07,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.026995,            0.017352,           0.0030228,                   0,                   0,                   0,                   0,                   0,          1.7881e-06,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.026454,            0.018087,           0.0029673,                   0,                   0,                   0,                   0,                   0,          1.0014e-05,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.025734,            0.017453,           0.0028469,                   0,                   0,                   0,                   0,                   0,          9.1195e-06,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.026135,            0.017532,           0.0030945,                   0,                   0,                   0,                   0,                   0,          3.4571e-06,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.026305,            0.017862,           0.0030014,                   0,                   0,                   0,                   0,                   0,          5.9605e-06,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,             0.02584,            0.017566,           0.0028262,                   0,                   0,                   0,                   0,                   0,          7.0333e-06,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024922,              0.0176,           0.0027123,                   0,                   0,                   0,                   0,                   0,          1.0729e-06,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.026355,            0.017334,           0.0030158,                   0,                   0,                   0,                   0,                   0,          2.3842e-07,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.026163,            0.016875,           0.0028683,                   0,                   0,                   0,                   0,                   0,          1.1921e-06,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.025183,            0.016864,           0.0028404,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025576,            0.017728,           0.0029049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.025971,            0.017503,           0.0031162,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.024868,            0.017243,           0.0030723,                   0,                   0,                   0,                   0,                   0,          9.5367e-07,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.025348,            0.017578,           0.0028605,                   0,                   0,                   0,                   0,                   0,           7.689e-06,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.026274,            0.016992,           0.0029315,                   0,                   0,                   0,                   0,                   0,          1.0729e-06,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.025893,            0.017282,            0.003049,                   0,                   0,                   0,                   0,                   0,          1.8477e-06,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.025669,            0.016995,           0.0030742,                   0,                   0,                   0,                   0,                   0,          1.8477e-06,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.025272,             0.01724,           0.0027505,                   0,                   0,                   0,                   0,                   0,          1.5914e-05,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,             0.02598,            0.017353,           0.0031075,                   0,                   0,                   0,                   0,                   0,          3.9935e-06,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.026214,            0.017764,           0.0030841,                   0,                   0,                   0,                   0,                   0,          3.6955e-06,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.026145,            0.017765,           0.0029986,                   0,                   0,                   0,                   0,                   0,           8.285e-06,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.024623,            0.016611,            0.002961,                   0,                   0,                   0,                   0,                   0,          5.0664e-06,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.025106,             0.01711,            0.002947,                   0,                   0,                   0,                   0,                   0,          9.5367e-07,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.024665,            0.016335,           0.0027338,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.025742,            0.017856,           0.0028189,                   0,                   0,                   0,                   0,                   0,          1.7881e-07,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.025271,            0.016733,           0.0028185,                   0,                   0,                   0,                   0,                   0,          8.3447e-07,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.025072,            0.016874,           0.0030689,                   0,                   0,                   0,                   0,                   0,           1.967e-06,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.025546,            0.016754,           0.0030119,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.025752,            0.017145,           0.0032429,                   0,                   0,                   0,                   0,                   0,          4.9472e-06,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,             0.02501,             0.01671,           0.0027507,                   0,                   0,                   0,                   0,                   0,          4.1723e-07,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.024977,            0.016426,           0.0028065,                   0,                   0,                   0,                   0,                   0,          3.5763e-07,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,             0.02547,            0.017725,           0.0028484,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.024608,            0.017252,           0.0027022,                   0,                   0,                   0,                   0,                   0,           1.651e-05,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.025336,             0.01663,           0.0027575,                   0,                   0,                   0,                   0,                   0,          2.0921e-05,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.025237,            0.017272,           0.0027269,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.025169,            0.017535,            0.002985,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.024933,            0.017363,           0.0027948,                   0,                   0,                   0,                   0,                   0,          7.7486e-07,                   0,            0.004357,            0.004357,            0.004357
                 287,             0.02511,            0.016837,            0.002794,                   0,                   0,                   0,                   0,                   0,          1.5497e-06,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.024495,            0.016364,           0.0027935,                   0,                   0,                   0,                   0,                   0,          1.3709e-06,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.024473,            0.016509,           0.0030076,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.024884,            0.016755,           0.0028767,                   0,                   0,                   0,                   0,                   0,          2.3246e-06,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.024739,            0.016842,           0.0030488,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.025013,            0.016988,           0.0029236,                   0,                   0,                   0,                   0,                   0,          5.4836e-06,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.024459,            0.017362,           0.0027282,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.025252,            0.016323,            0.002821,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.024518,            0.016845,           0.0028764,                   0,                   0,                   0,                   0,                   0,          7.7486e-07,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.023864,             0.01594,           0.0029098,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.024548,            0.016888,           0.0029553,                   0,                   0,                   0,                   0,                   0,          3.5763e-07,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.023848,            0.016163,           0.0028111,                   0,                   0,                   0,                   0,                   0,          2.3842e-07,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.024394,            0.016425,           0.0027016,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.024557,            0.016777,           0.0027695,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.024722,            0.016698,           0.0027929,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.024336,            0.017078,           0.0026283,                   0,                   0,                   0,                   0,                   0,          1.1325e-05,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.023867,            0.016061,           0.0027563,                   0,                   0,                   0,                   0,                   0,          1.7881e-06,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.023945,            0.015996,           0.0025778,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023544,            0.016063,           0.0027877,                   0,                   0,                   0,                   0,                   0,          1.1921e-07,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.024123,            0.016166,           0.0026454,                   0,                   0,                   0,                   0,                   0,          1.1921e-07,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.024665,              0.0164,           0.0028962,                   0,                   0,                   0,                   0,                   0,          1.3709e-06,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.024326,             0.01657,           0.0027712,                   0,                   0,                   0,                   0,                   0,          1.0133e-06,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.024049,            0.016097,           0.0027642,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.024015,            0.016503,           0.0026764,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.024031,            0.016017,           0.0026944,                   0,                   0,                   0,                   0,                   0,          5.3644e-07,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.024122,            0.015798,           0.0027948,                   0,                   0,                   0,                   0,                   0,          2.9802e-07,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.024557,             0.01702,           0.0027436,                   0,                   0,                   0,                   0,                   0,          3.2783e-06,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.023748,             0.01577,           0.0026299,                   0,                   0,                   0,                   0,                   0,          6.3181e-06,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.023199,             0.01552,           0.0026138,                   0,                   0,                   0,                   0,                   0,           1.967e-06,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.023666,            0.016144,           0.0026927,                   0,                   0,                   0,                   0,                   0,          2.3842e-07,                   0,            0.003763,            0.003763,            0.003763
                 317,             0.02352,            0.015573,           0.0026705,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.023244,            0.016048,           0.0027199,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.023589,            0.017179,           0.0027751,                   0,                   0,                   0,                   0,                   0,           2.265e-06,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.024265,            0.016733,           0.0026917,                   0,                   0,                   0,                   0,                   0,          7.1526e-07,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.023987,            0.016711,           0.0028237,                   0,                   0,                   0,                   0,                   0,          7.7486e-07,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.023715,            0.016361,            0.002726,                   0,                   0,                   0,                   0,                   0,          1.9073e-06,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.023703,            0.016482,           0.0026231,                   0,                   0,                   0,                   0,                   0,          2.0266e-06,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.023561,            0.015604,            0.002565,                   0,                   0,                   0,                   0,                   0,          1.7285e-06,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.023265,            0.016327,           0.0026912,                   0,                   0,                   0,                   0,                   0,          2.1458e-06,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.023578,            0.016878,           0.0028275,                   0,                   0,                   0,                   0,                   0,          9.5367e-06,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.022866,            0.015981,           0.0026343,                   0,                   0,                   0,                   0,                   0,          1.4603e-05,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.023431,            0.016105,           0.0027102,                   0,                   0,                   0,                   0,                   0,          8.3447e-06,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.022763,            0.015975,           0.0026294,                   0,                   0,                   0,                   0,                   0,          2.7418e-06,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.023943,            0.015855,             0.00285,                   0,                   0,                   0,                   0,                   0,          2.3246e-06,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.022833,            0.015177,           0.0024453,                   0,                   0,                   0,                   0,                   0,          3.0398e-06,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.023509,            0.016483,           0.0027313,                   0,                   0,                   0,                   0,                   0,           1.967e-06,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.023626,            0.015696,           0.0026481,                   0,                   0,                   0,                   0,                   0,           2.265e-06,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.022989,             0.01526,            0.002538,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.022907,            0.015828,           0.0024692,                   0,                   0,                   0,                   0,                   0,           1.967e-06,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.022851,            0.015554,           0.0026562,                   0,                   0,                   0,                   0,                   0,          1.9073e-06,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.023137,             0.01554,           0.0026928,                   0,                   0,                   0,                   0,                   0,          4.7684e-07,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.022905,            0.015572,           0.0025562,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,             0.02279,            0.016645,           0.0024972,                   0,                   0,                   0,                   0,                   0,          1.1921e-07,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.023202,            0.016239,           0.0027349,                   0,                   0,                   0,                   0,                   0,          1.2457e-05,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.023278,            0.015855,           0.0025752,                   0,                   0,                   0,                   0,                   0,          6.6757e-06,                   0,            0.003268,            0.003268,            0.003268
                 342,            0.023187,            0.016474,           0.0027146,                   0,                   0,                   0,                   0,                   0,          2.2054e-06,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.023186,            0.015719,           0.0026265,                   0,                   0,                   0,                   0,                   0,          5.9605e-08,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,              0.0226,            0.015576,           0.0024981,                   0,                   0,                   0,                   0,                   0,          5.3644e-07,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.022509,            0.015564,            0.002455,                   0,                   0,                   0,                   0,                   0,          2.4438e-06,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.022659,            0.015322,           0.0026104,                   0,                   0,                   0,                   0,                   0,          3.7551e-06,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.023099,            0.015502,           0.0028123,                   0,                   0,                   0,                   0,                   0,          6.6161e-06,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.022648,             0.01509,           0.0026182,                   0,                   0,                   0,                   0,                   0,          1.6689e-06,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,            0.022169,            0.015051,           0.0025581,                   0,                   0,                   0,                   0,                   0,           1.967e-06,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,            0.022922,            0.015264,           0.0025528,                   0,                   0,                   0,                   0,                   0,          1.7881e-06,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.022944,            0.014975,           0.0023686,                   0,                   0,                   0,                   0,                   0,          1.0729e-06,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.022185,            0.015499,           0.0024516,                   0,                   0,                   0,                   0,                   0,          1.1921e-06,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.022842,            0.016113,           0.0025633,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.023014,            0.016248,           0.0027783,                   0,                   0,                   0,                   0,                   0,          1.1921e-06,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.022119,            0.015135,           0.0023701,                   0,                   0,                   0,                   0,                   0,          1.4305e-06,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.021523,            0.014539,           0.0026072,                   0,                   0,                   0,                   0,                   0,          1.2517e-06,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.022608,            0.015031,           0.0025931,                   0,                   0,                   0,                   0,                   0,          2.1458e-06,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,             0.02268,            0.015992,           0.0023904,                   0,                   0,                   0,                   0,                   0,          2.3842e-06,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.021885,            0.015457,           0.0024325,                   0,                   0,                   0,                   0,                   0,          2.6226e-06,                   0,           0.0029116,           0.0029116,           0.0029116
